instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,musim,cuaca
16824,2012-12-08,4,1,12,18,0,6,Weekend,1,0.4,0.4091,0.87,0.1045,40,264,304,Dec,Winter,Clear
16825,2012-12-08,4,1,12,19,0,6,Weekend,1,0.4,0.4091,0.87,0.0,34,212,246,Dec,Winter,Clear
16826,2012-12-08,4,1,12,20,0,6,Weekend,2,0.36,0.3788,1.0,0.0,20,162,182,Dec,Winter,Cloudy
16827,2012-12-08,4,1,12,21,0,6,Weekend,2,0.36,0.3788,1.0,0.0,34,175,209,Dec,Winter,Cloudy
16828,2012-12-08,4,1,12,22,0,6,Weekend,2,0.38,0.3939,0.94,0.1045,23,137,160,Dec,Winter,Cloudy
16829,2012-12-08,4,1,12,23,0,6,Weekend,2,0.4,0.4091,0.94,0.0,18,144,162,Dec,Winter,Cloudy
16830,2012-12-09,4,1,12,0,0,0,Weekend,2,0.4,0.4091,0.87,0.1343,15,103,118,Dec,Winter,Cloudy
16831,2012-12-09,4,1,12,1,0,0,Weekend,2,0.4,0.4091,0.87,0.1045,17,85,102,Dec,Winter,Cloudy
16832,2012-12-09,4,1,12,2,0,0,Weekend,2,0.4,0.4091,0.87,0.1045,8,70,78,Dec,Winter,Cloudy
16833,2012-12-09,4,1,12,3,0,0,Weekend,2,0.4,0.4091,0.87,0.1045,14,34,48,Dec,Winter,Cloudy
16834,2012-12-09,4,1,12,4,0,0,Weekend,2,0.4,0.4091,0.94,0.1045,1,11,12,Dec,Winter,Cloudy
16835,2012-12-09,4,1,12,5,0,0,Weekend,2,0.4,0.4091,0.87,0.1045,0,8,8,Dec,Winter,Cloudy
16836,2012-12-09,4,1,12,6,0,0,Weekend,3,0.4,0.4091,0.94,0.1045,0,6,6,Dec,Winter,Light Snow
16837,2012-12-09,4,1,12,7,0,0,Weekend,3,0.4,0.4091,0.87,0.2239,1,22,23,Dec,Winter,Light Snow
16838,2012-12-09,4,1,12,8,0,0,Weekend,3,0.4,0.4091,0.87,0.1642,1,68,69,Dec,Winter,Light Snow
16839,2012-12-09,4,1,12,9,0,0,Weekend,2,0.4,0.4091,0.87,0.2537,9,94,103,Dec,Winter,Cloudy
16840,2012-12-09,4,1,12,10,0,0,Weekend,2,0.4,0.4091,0.87,0.2836,39,180,219,Dec,Winter,Cloudy
16841,2012-12-09,4,1,12,11,0,0,Weekend,2,0.4,0.4091,0.87,0.2985,40,210,250,Dec,Winter,Cloudy
16842,2012-12-09,4,1,12,12,0,0,Weekend,2,0.4,0.4091,0.82,0.2985,60,255,315,Dec,Winter,Cloudy
16843,2012-12-09,4,1,12,13,0,0,Weekend,2,0.38,0.3939,0.87,0.2836,65,220,285,Dec,Winter,Cloudy
16844,2012-12-09,4,1,12,14,0,0,Weekend,2,0.38,0.3939,0.87,0.194,42,190,232,Dec,Winter,Cloudy
16845,2012-12-09,4,1,12,15,0,0,Weekend,3,0.36,0.3485,0.93,0.1642,25,200,225,Dec,Winter,Light Snow
16846,2012-12-09,4,1,12,16,0,0,Weekend,3,0.36,0.3485,0.93,0.1642,33,220,253,Dec,Winter,Light Snow
16847,2012-12-09,4,1,12,17,0,0,Weekend,3,0.36,0.3485,0.93,0.1343,20,209,229,Dec,Winter,Light Snow
16848,2012-12-09,4,1,12,18,0,0,Weekend,3,0.36,0.3636,0.93,0.0896,17,181,198,Dec,Winter,Light Snow
16849,2012-12-09,4,1,12,19,0,0,Weekend,3,0.38,0.3939,0.94,0.0896,12,110,122,Dec,Winter,Light Snow
16850,2012-12-09,4,1,12,20,0,0,Weekend,3,0.36,0.3636,1.0,0.0896,6,102,108,Dec,Winter,Light Snow
16851,2012-12-09,4,1,12,21,0,0,Weekend,2,0.36,0.3636,1.0,0.1045,10,86,96,Dec,Winter,Cloudy
16852,2012-12-09,4,1,12,22,0,0,Weekend,3,0.36,0.3636,0.93,0.1045,3,75,78,Dec,Winter,Light Snow
16853,2012-12-09,4,1,12,23,0,0,Weekend,3,0.36,0.3636,1.0,0.0896,3,48,51,Dec,Winter,Light Snow
16854,2012-12-10,4,1,12,0,0,1,Weekday,3,0.36,0.3636,1.0,0.0896,0,20,20,Dec,Winter,Light Snow
16855,2012-12-10,4,1,12,1,0,1,Weekday,2,0.36,0.3788,1.0,0.0,0,4,4,Dec,Winter,Cloudy
16856,2012-12-10,4,1,12,2,0,1,Weekday,2,0.38,0.3939,0.94,0.1045,2,3,5,Dec,Winter,Cloudy
16857,2012-12-10,4,1,12,3,0,1,Weekday,2,0.38,0.3939,0.94,0.1045,0,4,4,Dec,Winter,Cloudy
16858,2012-12-10,4,1,12,4,0,1,Weekday,2,0.38,0.3939,0.94,0.1045,3,9,12,Dec,Winter,Cloudy
16859,2012-12-10,4,1,12,5,0,1,Weekday,2,0.38,0.3939,0.94,0.1045,0,27,27,Dec,Winter,Cloudy
16860,2012-12-10,4,1,12,6,0,1,Weekday,2,0.38,0.3939,0.94,0.1642,2,121,123,Dec,Winter,Cloudy
16861,2012-12-10,4,1,12,7,0,1,Weekday,2,0.38,0.3939,0.94,0.2537,3,291,294,Dec,Winter,Cloudy
16862,2012-12-10,4,1,12,8,0,1,Weekday,2,0.42,0.4242,1.0,0.2537,9,575,584,Dec,Winter,Cloudy
16863,2012-12-10,4,1,12,9,0,1,Weekday,2,0.42,0.4242,1.0,0.2239,11,273,284,Dec,Winter,Cloudy
16864,2012-12-10,4,1,12,10,0,1,Weekday,2,0.44,0.4394,0.94,0.2239,12,121,133,Dec,Winter,Cloudy
16865,2012-12-10,4,1,12,11,0,1,Weekday,3,0.46,0.4545,0.94,0.2239,8,126,134,Dec,Winter,Light Snow
16866,2012-12-10,4,1,12,12,0,1,Weekday,3,0.44,0.4394,1.0,0.2239,23,150,173,Dec,Winter,Light Snow
16867,2012-12-10,4,1,12,13,0,1,Weekday,3,0.44,0.4394,1.0,0.2239,30,190,220,Dec,Winter,Light Snow
16868,2012-12-10,4,1,12,14,0,1,Weekday,2,0.5,0.4848,0.94,0.2239,31,179,210,Dec,Winter,Cloudy
16869,2012-12-10,4,1,12,15,0,1,Weekday,2,0.5,0.4848,0.87,0.1642,29,207,236,Dec,Winter,Cloudy
16870,2012-12-10,4,1,12,16,0,1,Weekday,2,0.5,0.4848,0.88,0.1045,37,308,345,Dec,Winter,Cloudy
16871,2012-12-10,4,1,12,17,0,1,Weekday,2,0.48,0.4697,0.82,0.2836,38,578,616,Dec,Winter,Cloudy
16872,2012-12-10,4,1,12,18,0,1,Weekday,2,0.46,0.4545,0.88,0.2836,20,544,564,Dec,Winter,Cloudy
16873,2012-12-10,4,1,12,19,0,1,Weekday,1,0.52,0.5,0.77,0.2836,18,409,427,Dec,Winter,Clear
16874,2012-12-10,4,1,12,20,0,1,Weekday,1,0.46,0.4545,0.88,0.2537,13,287,300,Dec,Winter,Clear
16875,2012-12-10,4,1,12,21,0,1,Weekday,2,0.46,0.4545,0.94,0.194,21,224,245,Dec,Winter,Cloudy
16876,2012-12-10,4,1,12,22,0,1,Weekday,2,0.5,0.4848,0.82,0.2239,11,115,126,Dec,Winter,Cloudy
16877,2012-12-10,4,1,12,23,0,1,Weekday,1,0.46,0.4545,0.88,0.2537,8,76,84,Dec,Winter,Clear
16878,2012-12-11,4,1,12,0,0,2,Weekday,3,0.46,0.4545,0.77,0.4627,2,29,31,Dec,Winter,Light Snow
16879,2012-12-11,4,1,12,1,0,2,Weekday,1,0.42,0.4242,0.71,0.4478,1,7,8,Dec,Winter,Clear
16880,2012-12-11,4,1,12,2,0,2,Weekday,2,0.4,0.4091,0.66,0.3284,0,1,1,Dec,Winter,Cloudy
16881,2012-12-11,4,1,12,3,0,2,Weekday,3,0.36,0.3333,0.76,0.2836,0,3,3,Dec,Winter,Light Snow
16882,2012-12-11,4,1,12,4,0,2,Weekday,2,0.34,0.3182,0.76,0.2836,0,8,8,Dec,Winter,Cloudy
16883,2012-12-11,4,1,12,5,0,2,Weekday,3,0.34,0.303,0.71,0.3284,1,40,41,Dec,Winter,Light Snow
16884,2012-12-11,4,1,12,6,0,2,Weekday,2,0.34,0.303,0.71,0.2985,0,118,118,Dec,Winter,Cloudy
16885,2012-12-11,4,1,12,7,0,2,Weekday,1,0.34,0.303,0.66,0.4179,8,372,380,Dec,Winter,Clear
16886,2012-12-11,4,1,12,8,0,2,Weekday,2,0.34,0.303,0.61,0.2985,16,708,724,Dec,Winter,Cloudy
16887,2012-12-11,4,1,12,9,0,2,Weekday,1,0.34,0.303,0.61,0.3881,12,322,334,Dec,Winter,Clear
16888,2012-12-11,4,1,12,10,0,2,Weekday,1,0.36,0.3333,0.57,0.3284,12,142,154,Dec,Winter,Clear
16889,2012-12-11,4,1,12,11,0,2,Weekday,2,0.36,0.3333,0.53,0.3582,28,145,173,Dec,Winter,Cloudy
16890,2012-12-11,4,1,12,12,0,2,Weekday,2,0.36,0.3182,0.53,0.4478,13,213,226,Dec,Winter,Cloudy
16891,2012-12-11,4,1,12,13,0,2,Weekday,2,0.38,0.3939,0.5,0.2239,28,226,254,Dec,Winter,Cloudy
16892,2012-12-11,4,1,12,14,0,2,Weekday,2,0.38,0.3939,0.5,0.2239,19,185,204,Dec,Winter,Cloudy
16893,2012-12-11,4,1,12,15,0,2,Weekday,2,0.38,0.3939,0.5,0.2239,20,250,270,Dec,Winter,Cloudy
16894,2012-12-11,4,1,12,16,0,2,Weekday,2,0.38,0.3939,0.5,0.2239,24,334,358,Dec,Winter,Cloudy
16895,2012-12-11,4,1,12,17,0,2,Weekday,1,0.32,0.303,0.53,0.2239,21,580,601,Dec,Winter,Clear
16896,2012-12-11,4,1,12,18,0,2,Weekday,1,0.32,0.303,0.53,0.2239,23,523,546,Dec,Winter,Clear
16897,2012-12-11,4,1,12,19,0,2,Weekday,1,0.32,0.303,0.53,0.2239,21,412,433,Dec,Winter,Clear
16898,2012-12-11,4,1,12,20,0,2,Weekday,1,0.32,0.303,0.53,0.2239,9,248,257,Dec,Winter,Clear
16899,2012-12-11,4,1,12,21,0,2,Weekday,1,0.32,0.3182,0.53,0.194,14,193,207,Dec,Winter,Clear
16900,2012-12-11,4,1,12,22,0,2,Weekday,1,0.3,0.2879,0.56,0.2239,6,100,106,Dec,Winter,Clear
16901,2012-12-11,4,1,12,23,0,2,Weekday,1,0.3,0.2879,0.52,0.2239,4,60,64,Dec,Winter,Clear
16902,2012-12-12,4,1,12,0,0,3,Weekday,1,0.3,0.303,0.52,0.1642,1,33,34,Dec,Winter,Clear
16903,2012-12-12,4,1,12,1,0,3,Weekday,1,0.28,0.2727,0.61,0.2239,3,18,21,Dec,Winter,Clear
16904,2012-12-12,4,1,12,2,0,3,Weekday,1,0.28,0.2727,0.56,0.1642,5,4,9,Dec,Winter,Clear
16905,2012-12-12,4,1,12,3,0,3,Weekday,1,0.26,0.2727,0.6,0.1343,3,7,10,Dec,Winter,Clear
16906,2012-12-12,4,1,12,4,0,3,Weekday,1,0.26,0.303,0.6,0.0,0,4,4,Dec,Winter,Clear
16907,2012-12-12,4,1,12,5,0,3,Weekday,1,0.26,0.2576,0.6,0.194,0,37,37,Dec,Winter,Clear
16908,2012-12-12,4,1,12,6,0,3,Weekday,2,0.26,0.2424,0.6,0.2537,2,126,128,Dec,Winter,Cloudy
16909,2012-12-12,4,1,12,7,0,3,Weekday,2,0.26,0.2576,0.6,0.194,3,366,369,Dec,Winter,Cloudy
16910,2012-12-12,4,1,12,8,0,3,Weekday,2,0.26,0.2576,0.65,0.1642,18,670,688,Dec,Winter,Cloudy
16911,2012-12-12,4,1,12,9,0,3,Weekday,2,0.28,0.2879,0.61,0.1343,13,272,285,Dec,Winter,Cloudy
16912,2012-12-12,4,1,12,10,0,3,Weekday,2,0.3,0.303,0.56,0.1642,20,116,136,Dec,Winter,Cloudy
16913,2012-12-12,4,1,12,11,0,3,Weekday,2,0.32,0.303,0.49,0.2239,24,148,172,Dec,Winter,Cloudy
16914,2012-12-12,4,1,12,12,0,3,Weekday,2,0.34,0.3636,0.42,0.0,14,218,232,Dec,Winter,Cloudy
16915,2012-12-12,4,1,12,13,0,3,Weekday,2,0.34,0.3636,0.42,0.0,18,220,238,Dec,Winter,Cloudy
16916,2012-12-12,4,1,12,14,0,3,Weekday,2,0.34,0.3636,0.46,0.0,34,191,225,Dec,Winter,Cloudy
16917,2012-12-12,4,1,12,15,0,3,Weekday,2,0.34,0.3485,0.46,0.1045,21,207,228,Dec,Winter,Cloudy
16918,2012-12-12,4,1,12,16,0,3,Weekday,2,0.34,0.3333,0.46,0.1343,19,310,329,Dec,Winter,Cloudy
16919,2012-12-12,4,1,12,17,0,3,Weekday,2,0.32,0.303,0.53,0.2239,21,540,561,Dec,Winter,Cloudy
16920,2012-12-12,4,1,12,18,0,3,Weekday,2,0.32,0.303,0.49,0.2239,25,515,540,Dec,Winter,Cloudy
16921,2012-12-12,4,1,12,19,0,3,Weekday,2,0.3,0.2879,0.56,0.2239,18,384,402,Dec,Winter,Cloudy
16922,2012-12-12,4,1,12,20,0,3,Weekday,1,0.3,0.2879,0.52,0.2836,25,243,268,Dec,Winter,Clear
16923,2012-12-12,4,1,12,21,0,3,Weekday,2,0.3,0.2879,0.52,0.2537,16,186,202,Dec,Winter,Cloudy
16924,2012-12-12,4,1,12,22,0,3,Weekday,2,0.3,0.2879,0.52,0.2239,4,118,122,Dec,Winter,Cloudy
16925,2012-12-12,4,1,12,23,0,3,Weekday,2,0.28,0.2727,0.56,0.2239,3,76,79,Dec,Winter,Cloudy
16926,2012-12-13,4,1,12,0,0,4,Weekday,2,0.28,0.2727,0.52,0.2239,1,31,32,Dec,Winter,Cloudy
16927,2012-12-13,4,1,12,1,0,4,Weekday,2,0.28,0.2576,0.52,0.2836,4,19,23,Dec,Winter,Cloudy
16928,2012-12-13,4,1,12,2,0,4,Weekday,2,0.26,0.2424,0.56,0.2537,3,5,8,Dec,Winter,Cloudy
16929,2012-12-13,4,1,12,3,0,4,Weekday,2,0.26,0.2424,0.56,0.2836,0,2,2,Dec,Winter,Cloudy
16930,2012-12-13,4,1,12,4,0,4,Weekday,2,0.26,0.2576,0.56,0.194,0,8,8,Dec,Winter,Cloudy
16931,2012-12-13,4,1,12,5,0,4,Weekday,2,0.26,0.2576,0.56,0.1642,2,31,33,Dec,Winter,Cloudy
16932,2012-12-13,4,1,12,6,0,4,Weekday,1,0.26,0.2424,0.56,0.2537,2,112,114,Dec,Winter,Clear
16933,2012-12-13,4,1,12,7,0,4,Weekday,1,0.24,0.2273,0.6,0.2239,5,380,385,Dec,Winter,Clear
16934,2012-12-13,4,1,12,8,0,4,Weekday,1,0.24,0.2273,0.6,0.194,24,655,679,Dec,Winter,Clear
16935,2012-12-13,4,1,12,9,0,4,Weekday,1,0.28,0.2727,0.52,0.2537,25,300,325,Dec,Winter,Clear
16936,2012-12-13,4,1,12,10,0,4,Weekday,1,0.32,0.303,0.45,0.2836,28,139,167,Dec,Winter,Clear
16937,2012-12-13,4,1,12,11,0,4,Weekday,1,0.34,0.3182,0.42,0.2537,25,164,189,Dec,Winter,Clear
16938,2012-12-13,4,1,12,12,0,4,Weekday,1,0.36,0.3333,0.4,0.2537,30,252,282,Dec,Winter,Clear
16939,2012-12-13,4,1,12,13,0,4,Weekday,1,0.36,0.3485,0.34,0.194,41,230,271,Dec,Winter,Clear
16940,2012-12-13,4,1,12,14,0,4,Weekday,1,0.36,0.3485,0.34,0.1642,31,211,242,Dec,Winter,Clear
16941,2012-12-13,4,1,12,15,0,4,Weekday,1,0.36,0.3485,0.34,0.1343,40,240,280,Dec,Winter,Clear
16942,2012-12-13,4,1,12,16,0,4,Weekday,1,0.34,0.3485,0.39,0.1045,50,356,406,Dec,Winter,Clear
16943,2012-12-13,4,1,12,17,0,4,Weekday,1,0.32,0.3333,0.42,0.1045,43,507,550,Dec,Winter,Clear
16944,2012-12-13,4,1,12,18,0,4,Weekday,1,0.32,0.3333,0.42,0.1045,20,446,466,Dec,Winter,Clear
16945,2012-12-13,4,1,12,19,0,4,Weekday,1,0.3,0.303,0.45,0.1642,20,328,348,Dec,Winter,Clear
16946,2012-12-13,4,1,12,20,0,4,Weekday,1,0.3,0.3333,0.45,0.0,6,235,241,Dec,Winter,Clear
16947,2012-12-13,4,1,12,21,0,4,Weekday,1,0.28,0.3182,0.48,0.0,13,200,213,Dec,Winter,Clear
16948,2012-12-13,4,1,12,22,0,4,Weekday,1,0.26,0.2879,0.6,0.0896,7,141,148,Dec,Winter,Clear
16949,2012-12-13,4,1,12,23,0,4,Weekday,1,0.26,0.303,0.6,0.0,5,115,120,Dec,Winter,Clear
16950,2012-12-14,4,1,12,0,0,5,Weekday,1,0.22,0.2576,0.64,0.0896,4,43,47,Dec,Winter,Clear
16951,2012-12-14,4,1,12,1,0,5,Weekday,1,0.22,0.2576,0.69,0.0896,0,26,26,Dec,Winter,Clear
16952,2012-12-14,4,1,12,2,0,5,Weekday,1,0.22,0.2727,0.69,0.0,3,6,9,Dec,Winter,Clear
16953,2012-12-14,4,1,12,3,0,5,Weekday,1,0.2,0.2273,0.69,0.1045,0,12,12,Dec,Winter,Clear
16954,2012-12-14,4,1,12,4,0,5,Weekday,1,0.2,0.2273,0.75,0.0896,1,9,10,Dec,Winter,Clear
16955,2012-12-14,4,1,12,5,0,5,Weekday,1,0.2,0.2273,0.69,0.1045,0,34,34,Dec,Winter,Clear
16956,2012-12-14,4,1,12,6,0,5,Weekday,1,0.16,0.1818,0.8,0.1045,1,112,113,Dec,Winter,Clear
16957,2012-12-14,4,1,12,7,0,5,Weekday,1,0.2,0.2121,0.72,0.1045,3,305,308,Dec,Winter,Clear
16958,2012-12-14,4,1,12,8,0,5,Weekday,1,0.2,0.2273,0.69,0.0896,13,623,636,Dec,Winter,Clear
16959,2012-12-14,4,1,12,9,0,5,Weekday,1,0.24,0.2424,0.75,0.1343,13,330,343,Dec,Winter,Clear
16960,2012-12-14,4,1,12,10,0,5,Weekday,1,0.26,0.2576,0.81,0.194,28,162,190,Dec,Winter,Clear
16961,2012-12-14,4,1,12,11,0,5,Weekday,1,0.32,0.303,0.65,0.194,31,180,211,Dec,Winter,Clear
16962,2012-12-14,4,1,12,12,0,5,Weekday,1,0.36,0.3485,0.5,0.194,29,244,273,Dec,Winter,Clear
16963,2012-12-14,4,1,12,13,0,5,Weekday,1,0.36,0.3485,0.5,0.2239,39,274,313,Dec,Winter,Clear
16964,2012-12-14,4,1,12,14,0,5,Weekday,1,0.4,0.4091,0.43,0.194,48,251,299,Dec,Winter,Clear
16965,2012-12-14,4,1,12,15,0,5,Weekday,1,0.4,0.4091,0.47,0.1642,57,252,309,Dec,Winter,Clear
16966,2012-12-14,4,1,12,16,0,5,Weekday,1,0.38,0.3939,0.54,0.194,45,372,417,Dec,Winter,Clear
16967,2012-12-14,4,1,12,17,0,5,Weekday,1,0.34,0.3333,0.57,0.1642,40,582,622,Dec,Winter,Clear
16968,2012-12-14,4,1,12,18,0,5,Weekday,1,0.36,0.3485,0.46,0.1343,23,432,455,Dec,Winter,Clear
16969,2012-12-14,4,1,12,19,0,5,Weekday,1,0.34,0.3485,0.53,0.0896,17,302,319,Dec,Winter,Clear
16970,2012-12-14,4,1,12,20,0,5,Weekday,1,0.32,0.3333,0.61,0.1343,12,209,221,Dec,Winter,Clear
16971,2012-12-14,4,1,12,21,0,5,Weekday,1,0.3,0.303,0.75,0.1642,7,165,172,Dec,Winter,Clear
16972,2012-12-14,4,1,12,22,0,5,Weekday,1,0.28,0.2879,0.75,0.1045,4,134,138,Dec,Winter,Clear
16973,2012-12-14,4,1,12,23,0,5,Weekday,1,0.28,0.303,0.75,0.0896,11,123,134,Dec,Winter,Clear
16974,2012-12-15,4,1,12,0,0,6,Weekend,1,0.3,0.3333,0.7,0.0,4,90,94,Dec,Winter,Clear
16975,2012-12-15,4,1,12,1,0,6,Weekend,2,0.26,0.2879,0.81,0.0896,9,86,95,Dec,Winter,Cloudy
16976,2012-12-15,4,1,12,2,0,6,Weekend,1,0.26,0.303,0.81,0.0,6,63,69,Dec,Winter,Clear
16977,2012-12-15,4,1,12,3,0,6,Weekend,2,0.24,0.2879,0.81,0.0,5,18,23,Dec,Winter,Cloudy
16978,2012-12-15,4,1,12,4,0,6,Weekend,2,0.24,0.2576,0.87,0.1045,1,5,6,Dec,Winter,Cloudy
16979,2012-12-15,4,1,12,5,0,6,Weekend,2,0.26,0.303,0.75,0.0,0,3,3,Dec,Winter,Cloudy
16980,2012-12-15,4,1,12,6,0,6,Weekend,2,0.24,0.2879,0.75,0.0,0,11,11,Dec,Winter,Cloudy
16981,2012-12-15,4,1,12,7,0,6,Weekend,2,0.24,0.2576,0.75,0.0896,1,47,48,Dec,Winter,Cloudy
16982,2012-12-15,4,1,12,8,0,6,Weekend,2,0.26,0.2879,0.75,0.0896,8,111,119,Dec,Winter,Cloudy
16983,2012-12-15,4,1,12,9,0,6,Weekend,1,0.26,0.2727,0.75,0.1045,17,203,220,Dec,Winter,Clear
16984,2012-12-15,4,1,12,10,0,6,Weekend,1,0.32,0.3182,0.61,0.1642,23,250,273,Dec,Winter,Clear
16985,2012-12-15,4,1,12,11,0,6,Weekend,1,0.34,0.3485,0.61,0.0896,66,327,393,Dec,Winter,Clear
16986,2012-12-15,4,1,12,12,0,6,Weekend,1,0.38,0.3939,0.5,0.0896,89,364,453,Dec,Winter,Clear
16987,2012-12-15,4,1,12,13,0,6,Weekend,1,0.38,0.3939,0.54,0.2537,88,368,456,Dec,Winter,Clear
16988,2012-12-15,4,1,12,14,0,6,Weekend,1,0.4,0.4091,0.5,0.1642,92,334,426,Dec,Winter,Clear
16989,2012-12-15,4,1,12,15,0,6,Weekend,1,0.42,0.4242,0.47,0.0,95,352,447,Dec,Winter,Clear
16990,2012-12-15,4,1,12,16,0,6,Weekend,1,0.4,0.4091,0.5,0.1343,85,328,413,Dec,Winter,Clear
16991,2012-12-15,4,1,12,17,0,6,Weekend,1,0.4,0.4091,0.5,0.2239,35,274,309,Dec,Winter,Clear
16992,2012-12-15,4,1,12,18,0,6,Weekend,1,0.38,0.3939,0.58,0.1642,40,232,272,Dec,Winter,Clear
16993,2012-12-15,4,1,12,19,0,6,Weekend,1,0.36,0.3485,0.62,0.1343,32,225,257,Dec,Winter,Clear
16994,2012-12-15,4,1,12,20,0,6,Weekend,2,0.36,0.3485,0.57,0.194,23,178,201,Dec,Winter,Cloudy
16995,2012-12-15,4,1,12,21,0,6,Weekend,1,0.36,0.3485,0.62,0.1343,15,169,184,Dec,Winter,Clear
16996,2012-12-15,4,1,12,22,0,6,Weekend,1,0.36,0.3485,0.62,0.194,22,134,156,Dec,Winter,Clear
16997,2012-12-15,4,1,12,23,0,6,Weekend,2,0.36,0.3485,0.62,0.1343,11,108,119,Dec,Winter,Cloudy
16998,2012-12-16,4,1,12,0,0,0,Weekend,2,0.36,0.3788,0.62,0.0,8,102,110,Dec,Winter,Cloudy
16999,2012-12-16,4,1,12,1,0,0,Weekend,3,0.34,0.3485,0.76,0.1045,14,82,96,Dec,Winter,Light Snow
17000,2012-12-16,4,1,12,2,0,0,Weekend,2,0.34,0.3485,0.87,0.0896,8,79,87,Dec,Winter,Cloudy
17001,2012-12-16,4,1,12,3,0,0,Weekend,2,0.34,0.3333,0.87,0.194,1,37,38,Dec,Winter,Cloudy
17002,2012-12-16,4,1,12,4,0,0,Weekend,2,0.34,0.3636,0.87,0.0,1,10,11,Dec,Winter,Cloudy
17003,2012-12-16,4,1,12,5,0,0,Weekend,2,0.34,0.3636,0.87,0.0,0,9,9,Dec,Winter,Cloudy
17004,2012-12-16,4,1,12,6,0,0,Weekend,2,0.34,0.3636,0.87,0.0,0,6,6,Dec,Winter,Cloudy
17005,2012-12-16,4,1,12,7,0,0,Weekend,2,0.34,0.3485,0.87,0.0896,5,22,27,Dec,Winter,Cloudy
17006,2012-12-16,4,1,12,8,0,0,Weekend,2,0.36,0.3485,0.87,0.1343,12,76,88,Dec,Winter,Cloudy
17007,2012-12-16,4,1,12,9,0,0,Weekend,2,0.36,0.3485,0.87,0.1343,19,113,132,Dec,Winter,Cloudy
17008,2012-12-16,4,1,12,10,0,0,Weekend,2,0.36,0.3485,0.87,0.1343,42,215,257,Dec,Winter,Cloudy
17009,2012-12-16,4,1,12,11,0,0,Weekend,2,0.36,0.3485,0.87,0.1343,47,248,295,Dec,Winter,Cloudy
17010,2012-12-16,4,1,12,12,0,0,Weekend,2,0.38,0.3939,0.82,0.194,67,350,417,Dec,Winter,Cloudy
17011,2012-12-16,4,1,12,13,0,0,Weekend,2,0.38,0.3939,0.76,0.194,67,289,356,Dec,Winter,Cloudy
17012,2012-12-16,4,1,12,14,0,0,Weekend,2,0.38,0.3939,0.76,0.1343,50,260,310,Dec,Winter,Cloudy
17013,2012-12-16,4,1,12,15,0,0,Weekend,2,0.38,0.3939,0.82,0.1045,46,292,338,Dec,Winter,Cloudy
17014,2012-12-16,4,1,12,16,0,0,Weekend,2,0.38,0.3939,0.82,0.1045,66,334,400,Dec,Winter,Cloudy
17015,2012-12-16,4,1,12,17,0,0,Weekend,2,0.38,0.3939,0.82,0.1045,29,214,243,Dec,Winter,Cloudy
17016,2012-12-16,4,1,12,18,0,0,Weekend,3,0.38,0.3939,0.82,0.1045,8,99,107,Dec,Winter,Light Snow
17017,2012-12-16,4,1,12,19,0,0,Weekend,1,0.36,0.3485,0.93,0.1343,10,99,109,Dec,Winter,Clear
17018,2012-12-16,4,1,12,20,0,0,Weekend,2,0.38,0.3939,0.82,0.0,14,108,122,Dec,Winter,Cloudy
17019,2012-12-16,4,1,12,21,0,0,Weekend,2,0.36,0.3788,0.93,0.0,14,92,106,Dec,Winter,Cloudy
17020,2012-12-16,4,1,12,22,0,0,Weekend,2,0.4,0.4091,0.82,0.194,6,83,89,Dec,Winter,Cloudy
17021,2012-12-16,4,1,12,23,0,0,Weekend,2,0.36,0.3485,0.93,0.1343,4,29,33,Dec,Winter,Cloudy
17022,2012-12-17,4,1,12,0,0,1,Weekday,2,0.38,0.3939,0.87,0.0,2,26,28,Dec,Winter,Cloudy
17023,2012-12-17,4,1,12,1,0,1,Weekday,2,0.38,0.3939,0.87,0.1045,1,14,15,Dec,Winter,Cloudy
17024,2012-12-17,4,1,12,2,0,1,Weekday,2,0.38,0.3939,0.94,0.0,1,4,5,Dec,Winter,Cloudy
17025,2012-12-17,4,1,12,3,0,1,Weekday,2,0.36,0.3788,0.93,0.0,0,3,3,Dec,Winter,Cloudy
17026,2012-12-17,4,1,12,4,0,1,Weekday,3,0.36,0.3788,1.0,0.0,2,3,5,Dec,Winter,Light Snow
17027,2012-12-17,4,1,12,5,0,1,Weekday,2,0.38,0.3939,0.87,0.0,0,24,24,Dec,Winter,Cloudy
17028,2012-12-17,4,1,12,6,0,1,Weekday,2,0.36,0.3485,0.93,0.1343,1,107,108,Dec,Winter,Cloudy
17029,2012-12-17,4,1,12,7,0,1,Weekday,2,0.36,0.3485,0.93,0.1343,5,314,319,Dec,Winter,Cloudy
17030,2012-12-17,4,1,12,8,0,1,Weekday,2,0.38,0.3939,0.87,0.1045,10,582,592,Dec,Winter,Cloudy
17031,2012-12-17,4,1,12,9,0,1,Weekday,2,0.4,0.4091,0.87,0.0,11,271,282,Dec,Winter,Cloudy
17032,2012-12-17,4,1,12,10,0,1,Weekday,2,0.38,0.3939,0.87,0.0896,15,120,135,Dec,Winter,Cloudy
17033,2012-12-17,4,1,12,11,0,1,Weekday,2,0.4,0.4091,0.87,0.0896,22,148,170,Dec,Winter,Cloudy
17034,2012-12-17,4,1,12,12,0,1,Weekday,2,0.4,0.4091,0.87,0.0,21,211,232,Dec,Winter,Cloudy
